
         3  0.000000E+00 -5.657261E+00  0.000000E+00
         4  1.215445E+01 -4.652897E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -5.237762E+00
         6  1.631488E+01  0.000000E+00 -5.108131E+00
         7  0.000000E+00 -5.891302E+00 -4.236347E+00
         8  1.216120E+01 -5.175195E+00 -4.146608E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.6000000E+00

         1   1  6.432014E+03 -2.457833E+02  2.534271E+02 -1.328906E+03  1.056938E+01  2.211709E+01
         1   2  6.064893E+03 -1.449854E+02  1.992031E+02 -1.690697E+03 -4.623985E+00  1.780192E+01
         1   3  5.008965E+03 -8.349993E+02 -1.446571E+02 -1.081519E+03  1.399604E+01  3.377909E+00
         1   4  4.643195E+03 -7.395219E+02 -2.047026E+02 -1.439208E+03  1.019043E+01 -1.191553E+01
         1   5  6.332245E+03 -3.506120E+02  1.940953E+02 -1.330432E+03  5.385284E+01  1.011538E+02
         1   6  5.961998E+03 -2.922258E+02  1.258973E+02 -1.682155E+03  3.700266E+01  9.493355E+01
         1   7  4.971858E+03 -9.004213E+02 -1.753609E+02 -1.104603E+03  5.484266E+01  8.316135E+01
         1   8  4.602694E+03 -8.470802E+02 -2.494807E+02 -1.452556E+03  4.938089E+01  6.598827E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.6000000E+00

         1   1  2.910546E-02 -1.035231E-02 -7.118086E-03 -8.057097E-03  6.230139E-05  1.433818E-04
         1   2  2.733042E-02 -9.268976E-03 -7.018798E-03 -1.029940E-02 -2.910546E-05  1.155838E-04
         1   3  2.423420E-02 -1.074062E-02 -6.304551E-03 -6.637303E-03  8.300746E-05  2.457453E-05
         1   4  2.246773E-02 -9.665851E-03 -6.224010E-03 -8.869390E-03  5.961405E-05 -7.258858E-05
         1   5  2.889335E-02 -1.064599E-02 -7.118086E-03 -8.069304E-03  3.221444E-04  6.543938E-04
         1   6  2.718377E-02 -9.745406E-03 -7.018798E-03 -1.025489E-02  2.262704E-04  6.142293E-04
         1   7  2.420138E-02 -1.096830E-02 -6.304551E-03 -6.772833E-03  3.306974E-04  5.405536E-04
         1   8  2.249966E-02 -1.007557E-02 -6.224010E-03 -8.949055E-03  3.028574E-04  4.310798E-04

 displacements (vx,vy,vz) for set NALL and time  0.6500000E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  1.787732E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -6.115178E+00  0.000000E+00
         4  1.311110E+01 -5.038523E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -5.652369E+00
         6  1.758695E+01  0.000000E+00 -5.513281E+00
         7  0.000000E+00 -6.368239E+00 -4.571987E+00
         8  1.311802E+01 -5.602117E+00 -4.476145E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.6500000E+00

         1   1  6.969100E+03 -2.657879E+02  2.727784E+02 -1.438078E+03  1.143546E+01  2.376404E+01
         1   2  6.572326E+03 -1.578427E+02  2.140795E+02 -1.828078E+03 -4.927195E+00  1.914840E+01
         1   3  5.426998E+03 -8.995433E+02 -1.553512E+02 -1.170130E+03  1.511694E+01  3.571644E+00
         1   4  5.031963E+03 -7.975794E+02 -2.203948E+02 -1.555378E+03  1.100958E+01 -1.285907E+01
         1   5  6.861364E+03 -3.785347E+02  2.090002E+02 -1.439718E+03  5.814678E+01  1.087135E+02
         1   6  6.461182E+03 -3.162362E+02  1.352196E+02 -1.818858E+03  3.991627E+01  1.020409E+02
         1   7  5.386887E+03 -9.699950E+02 -1.884606E+02 -1.195114E+03  5.915154E+01  8.932902E+01
         1   8  4.988132E+03 -9.133599E+02 -2.687027E+02 -1.569884E+03  5.317756E+01  7.087075E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.6500000E+00

         1   1  3.141312E-02 -1.118148E-02 -7.679698E-03 -8.704281E-03  6.714890E-05  1.546239E-04
         1   2  2.949968E-02 -1.001532E-02 -7.573302E-03 -1.112172E-02 -3.106398E-05  1.247965E-04
         1   3  2.616263E-02 -1.159900E-02 -6.802516E-03 -7.175345E-03  8.935478E-05  2.637090E-05
         1   4  2.425910E-02 -1.044276E-02 -6.716422E-03 -9.580965E-03  6.412620E-05 -7.823051E-05
         1   5  3.118524E-02 -1.149864E-02 -7.679698E-03 -8.717598E-03  3.468794E-04  7.057533E-04
         1   6  2.934208E-02 -1.052950E-02 -7.573302E-03 -1.107430E-02  2.438297E-04  6.625301E-04
         1   7  2.612718E-02 -1.184505E-02 -6.802516E-03 -7.321410E-03  3.559374E-04  5.829187E-04
         1   8  2.429310E-02 -1.088500E-02 -6.716422E-03 -9.667275E-03  3.258960E-04  4.649860E-04

 displacements (vx,vy,vz) for set NALL and time  0.7000000E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  1.915629E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -6.571184E+00  0.000000E+00
         4  1.405986E+01 -5.423830E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -6.063883E+00
         6  1.884684E+01  0.000000E+00 -5.915507E+00
         7  0.000000E+00 -6.843191E+00 -4.905158E+00
         8  1.406686E+01 -6.028415E+00 -4.803382E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.7000000E+00

         1   1  7.506319E+03 -2.857216E+02  2.918901E+02 -1.547030E+03  1.229950E+01  2.538414E+01
         1   2  7.080019E+03 -1.708122E+02  2.287196E+02 -1.964969E+03 -5.220542E+00  2.047559E+01
         1   3  5.845117E+03 -9.633860E+02 -1.658574E+02 -1.258542E+03  1.623179E+01  3.753680E+00
         1   4  5.420978E+03 -8.551437E+02 -2.359001E+02 -1.671039E+03  1.182376E+01 -1.379605E+01
         1   5  7.390662E+03 -4.062750E+02  2.237310E+02 -1.548782E+03  6.241551E+01  1.161541E+02
         1   6  6.960670E+03 -3.402055E+02  1.443792E+02 -1.955076E+03  4.280697E+01  1.090376E+02
         1   7  5.802012E+03 -1.038807E+03 -2.013519E+02 -1.285422E+03  6.342616E+01  9.539217E+01
         1   8  5.373824E+03 -9.790427E+02 -2.877103E+02 -1.686709E+03  5.693161E+01  7.566825E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.7000000E+00

         1   1  3.370417E-02 -1.200594E-02 -8.236846E-03 -9.347991E-03  7.194888E-05  1.657672E-04
         1   2  3.165366E-02 -1.075806E-02 -8.123486E-03 -1.193893E-02 -3.296766E-05  1.339474E-04
         1   3  2.807817E-02 -1.245223E-02 -7.296589E-03 -7.711213E-03  9.562569E-05  2.813423E-05
         1   4  2.603899E-02 -1.121568E-02 -7.205085E-03 -1.028865E-02  6.857217E-05 -8.381694E-05
         1   5  3.346077E-02 -1.234644E-02 -8.236846E-03 -9.362427E-03  3.713322E-04  7.566682E-04
         1   6  3.148526E-02 -1.130972E-02 -8.123486E-03 -1.188871E-02  2.612101E-04  7.104252E-04
         1   7  2.804009E-02 -1.271654E-02 -7.296589E-03 -7.867704E-03  3.808704E-04  6.249096E-04
         1   8  2.607498E-02 -1.169021E-02 -7.205085E-03 -1.038160E-02  3.486390E-04  4.986087E-04

 displacements (vx,vy,vz) for set NALL and time  0.7500000E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  2.042293E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -7.025313E+00  0.000000E+00
         4  1.500086E+01 -5.808818E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -6.472355E+00
         6  2.009477E+01  0.000000E+00 -6.314854E+00
         7  0.000000E+00 -7.316192E+00 -5.235897E+00
         8  1.500789E+01 -6.454096E+00 -5.128350E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.7500000E+00

         1   1  8.043664E+03 -3.055850E+02  3.107684E+02 -1.655768E+03  1.316157E+01  2.697800E+01
         1   2  7.587962E+03 -1.838923E+02  2.431287E+02 -2.101380E+03 -5.504511E+00  2.178384E+01
         1   3  6.263320E+03 -1.026541E+03 -1.761797E+02 -1.346761E+03  1.734077E+01  3.924346E+00
         1   4  5.810234E+03 -9.122255E+02 -2.512228E+02 -1.786205E+03  1.263294E+01 -1.472666E+01
         1   5  7.920133E+03 -4.338362E+02  2.382917E+02 -1.657630E+03  6.665991E+01  1.234784E+02
         1   6  7.460451E+03 -3.641359E+02  1.533793E+02 -2.090819E+03  4.567539E+01  1.159264E+02
         1   7  6.217230E+03 -1.106874E+03 -2.140395E+02 -1.375534E+03  6.766763E+01  1.013532E+02
         1   8  5.759763E+03 -1.044141E+03 -3.065086E+02 -1.803044E+03  6.064424E+01  8.038258E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.7500000E+00

         1   1  3.597890E-02 -1.282579E-02 -8.789601E-03 -9.988278E-03  7.670235E-05  1.768134E-04
         1   2  3.379263E-02 -1.149727E-02 -8.669418E-03 -1.275114E-02 -3.481947E-05  1.430374E-04
         1   3  2.998104E-02 -1.330040E-02 -7.786834E-03 -8.244933E-03  1.018223E-04  2.986556E-05
         1   4  2.780758E-02 -1.198470E-02 -7.690057E-03 -1.099251E-02  7.295277E-05 -8.934914E-05
         1   5  3.572021E-02 -1.318947E-02 -8.789601E-03 -1.000384E-02  3.955107E-04  8.071468E-04
         1   6  3.361357E-02 -1.208613E-02 -8.669418E-03 -1.269820E-02  2.784155E-04  7.579219E-04
         1   7  2.994033E-02 -1.358288E-02 -7.786834E-03 -8.411745E-03  4.055053E-04  6.665336E-04
         1   8  2.784546E-02 -1.249130E-02 -7.690057E-03 -1.109208E-02  3.710940E-04  5.319531E-04

 displacements (vx,vy,vz) for set NALL and time  0.8000000E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  2.167749E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -7.477596E+00  0.000000E+00
         4  1.593423E+01 -6.193492E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -6.877834E+00
         6  2.133099E+01  0.000000E+00 -6.711364E+00
         7  0.000000E+00 -7.787273E+00 -5.564244E+00
         8  1.594123E+01 -6.879171E+00 -5.451078E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.8000000E+00

         1   1  8.581129E+03 -3.253787E+02  3.294188E+02 -1.764294E+03  1.402171E+01  2.854622E+01
         1   2  8.096144E+03 -1.970817E+02  2.573122E+02 -2.237320E+03 -5.779563E+00  2.307348E+01
         1   3  6.681605E+03 -1.089022E+03 -1.863219E+02 -1.434792E+03  1.844405E+01  4.083954E+00
         1   4  6.199724E+03 -9.688346E+02 -2.663673E+02 -1.900887E+03  1.343707E+01 -1.565108E+01
         1   5  8.449768E+03 -4.612214E+02  2.526861E+02 -1.766266E+03  7.088079E+01  1.306889E+02
         1   6  7.960516E+03 -3.880291E+02  1.622231E+02 -2.226096E+03  4.852215E+01  1.227094E+02
         1   7  6.632540E+03 -1.174208E+03 -2.265276E+02 -1.465455E+03  7.187703E+01  1.072143E+02
         1   8  6.145942E+03 -1.108667E+03 -3.251025E+02 -1.918901E+03  6.431660E+01  8.501553E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.8000000E+00

         1   1  3.823761E-02 -1.364110E-02 -9.338036E-03 -1.062519E-02  8.141030E-05  1.877645E-04
         1   2  3.591683E-02 -1.223303E-02 -9.211164E-03 -1.355841E-02 -3.662225E-05  1.520670E-04
         1   3  3.187145E-02 -1.414359E-02 -8.273311E-03 -8.776534E-03  1.079466E-04  3.156589E-05
         1   4  2.956506E-02 -1.274990E-02 -8.171390E-03 -1.169261E-02  7.726882E-05 -9.482836E-05
         1   5  3.796383E-02 -1.402783E-02 -9.338036E-03 -1.064188E-02  4.194224E-04  8.571969E-04
         1   6  3.572727E-02 -1.285881E-02 -9.211164E-03 -1.350286E-02  2.954496E-04  8.050273E-04
         1   7  3.182810E-02 -1.444415E-02 -8.273311E-03 -8.953562E-03  4.298510E-04  7.077975E-04
         1   8  2.960474E-02 -1.328833E-02 -8.171390E-03 -1.179880E-02  3.932687E-04  5.650240E-04

 displacements (vx,vy,vz) for set NALL and time  0.8500000E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  2.292021E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -7.928064E+00  0.000000E+00
         4  1.686013E+01 -6.577853E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -7.280368E+00
         6  2.255572E+01  0.000000E+00 -7.105079E+00
         7  0.000000E+00 -8.256465E+00 -5.890233E+00
         8  1.686701E+01 -7.303647E+00 -5.771596E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.8500000E+00

         1   1  9.118709E+03 -3.451033E+02  3.478472E+02 -1.872614E+03  1.487997E+01  3.008937E+01
         1   2  8.604558E+03 -2.103790E+02  2.712750E+02 -2.372799E+03 -6.046134E+00  2.434483E+01
         1   3  7.099969E+03 -1.150842E+03 -1.962877E+02 -1.522643E+03  1.954180E+01  4.232807E+00
         1   4  6.589443E+03 -1.024981E+03 -2.813375E+02 -2.015099E+03  1.423614E+01 -1.656949E+01
         1   5  8.979561E+03 -4.884338E+02  2.669181E+02 -1.874694E+03  7.507899E+01  1.377883E+02
         1   6  8.460854E+03 -4.118873E+02  1.709137E+02 -2.360917E+03  5.134783E+01  1.293890E+02
         1   7  7.047939E+03 -1.240824E+03 -2.388206E+02 -1.555192E+03  7.605539E+01  1.129779E+02
         1   8  6.532354E+03 -1.172632E+03 -3.434965E+02 -2.034292E+03  6.794982E+01  8.956880E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.8500000E+00

         1   1  4.048054E-02 -1.445195E-02 -9.882221E-03 -1.125877E-02  8.607369E-05  1.986220E-04
         1   2  3.802653E-02 -1.296541E-02 -9.748789E-03 -1.436082E-02 -3.837872E-05  1.610368E-04
         1   3  3.374959E-02 -1.498189E-02 -8.756077E-03 -9.306041E-03  1.140005E-04  3.323617E-05
         1   4  3.131159E-02 -1.351135E-02 -8.649138E-03 -1.238901E-02  8.152112E-05 -1.002558E-04
         1   5  4.019191E-02 -1.486158E-02 -9.882221E-03 -1.127660E-02  4.430744E-04  9.068263E-04
         1   6  3.782659E-02 -1.362784E-02 -9.748789E-03 -1.430274E-02  3.123161E-04  8.517481E-04
         1   7  3.370360E-02 -1.530043E-02 -8.756077E-03 -9.493184E-03  4.539158E-04  7.487080E-04
         1   8  3.135298E-02 -1.408139E-02 -8.649138E-03 -1.250180E-02  4.151705E-04  5.978262E-04

 displacements (vx,vy,vz) for set NALL and time  0.9000000E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  2.415133E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -8.376746E+00  0.000000E+00
         4  1.777866E+01 -6.961904E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -7.680004E+00
         6  2.376918E+01  0.000000E+00 -7.496041E+00
         7  0.000000E+00 -8.723798E+00 -6.213901E+00
         8  1.778537E+01 -7.727534E+00 -6.089933E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.9000000E+00

         1   1  9.656396E+03 -3.647594E+02  3.660589E+02 -1.980732E+03  1.573641E+01  3.160801E+01
         1   2  9.113194E+03 -2.237829E+02  2.850220E+02 -2.507824E+03 -6.304641E+00  2.559824E+01
         1   3  7.518412E+03 -1.212014E+03 -2.060808E+02 -1.610318E+03  2.063419E+01  4.371193E+00
         1   4  6.979384E+03 -1.080674E+03 -2.961373E+02 -2.128852E+03  1.503013E+01 -1.748205E+01
         1   5  9.509504E+03 -5.154762E+02  2.809911E+02 -1.982918E+03  7.925528E+01  1.447789E+02
         1   6  8.961456E+03 -4.357120E+02  1.794539E+02 -2.495289E+03  5.415302E+01  1.359674E+02
         1   7  7.463423E+03 -1.306736E+03 -2.509225E+02 -1.644751E+03  8.020371E+01  1.186459E+02
         1   8  6.918993E+03 -1.236047E+03 -3.616953E+02 -2.149230E+03  7.154498E+01  9.404403E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.9000000E+00

         1   1  4.270798E-02 -1.525844E-02 -1.042222E-02 -1.188907E-02  9.069344E-05  2.093878E-04
         1   2  4.012196E-02 -1.369448E-02 -1.028235E-02 -1.515846E-02 -4.009144E-05  1.699476E-04
         1   3  3.561567E-02 -1.581538E-02 -9.235190E-03 -9.833481E-03  1.199859E-04  3.487731E-05
         1   4  3.304734E-02 -1.426913E-02 -9.123351E-03 -1.308177E-02  8.571047E-05 -1.056326E-04
         1   5  4.240468E-02 -1.569082E-02 -1.042222E-02 -1.190803E-02  4.664739E-04  9.560424E-04
         1   6  3.991177E-02 -1.439330E-02 -1.028235E-02 -1.509794E-02  3.290185E-04  8.980910E-04
         1   7  3.556702E-02 -1.615181E-02 -9.235190E-03 -1.003064E-02  4.777076E-04  7.892717E-04
         1   8  3.309036E-02 -1.487055E-02 -9.123351E-03 -1.320115E-02  4.368063E-04  6.303645E-04

 displacements (vx,vy,vz) for set NALL and time  0.9500000E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  2.537105E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -8.823673E+00  0.000000E+00
         4  1.868997E+01 -7.345648E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -8.076788E+00
         6  2.497158E+01  0.000000E+00 -7.884288E+00
         7  0.000000E+00 -9.189302E+00 -6.535282E+00
         8  1.869644E+01 -8.150842E+00 -6.406117E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.9500000E+00

         1   1  1.019419E+04 -3.843475E+02  3.840591E+02 -2.088650E+03  1.659107E+01  3.310267E+01
         1   2  9.622043E+03 -2.372920E+02  2.985578E+02 -2.642404E+03 -6.555480E+00  2.683400E+01
         1   3  7.936932E+03 -1.272549E+03 -2.157045E+02 -1.697823E+03  2.172137E+01  4.499392E+00
         1   4  7.369541E+03 -1.135923E+03 -3.107707E+02 -2.242157E+03  1.581900E+01 -1.838894E+01
         1   5  1.003959E+04 -5.423516E+02  2.949089E+02 -2.090942E+03  8.341044E+01  1.516632E+02
         1   6  9.462312E+03 -4.595051E+02  1.878466E+02 -2.629221E+03  5.693829E+01  1.424467E+02
         1   7  7.878991E+03 -1.371957E+03 -2.628372E+02 -1.734137E+03  8.432297E+01  1.242204E+02
         1   8  7.305854E+03 -1.298923E+03 -3.797033E+02 -2.263724E+03  7.510314E+01  9.844284E+01

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.9500000E+00

         1   1  4.492017E-02 -1.606062E-02 -1.095810E-02 -1.251613E-02  9.527044E-05  2.200635E-04
         1   2  4.220334E-02 -1.442031E-02 -1.081192E-02 -1.595139E-02 -4.176289E-05  1.788000E-04
         1   3  3.746987E-02 -1.664415E-02 -9.710705E-03 -1.035888E-02  1.259045E-04  3.649020E-05
         1   4  3.477249E-02 -1.502329E-02 -9.594080E-03 -1.377095E-02  8.983764E-05 -1.109600E-04
         1   5  4.460241E-02 -1.651562E-02 -1.095810E-02 -1.253623E-02  4.896273E-04  1.004853E-03
         1   6  4.198302E-02 -1.515526E-02 -1.081192E-02 -1.588850E-02  3.455601E-04  9.440625E-04
         1   7  3.741855E-02 -1.699837E-02 -9.710705E-03 -1.056595E-02  5.012344E-04  8.294950E-04
         1   8  3.481704E-02 -1.565588E-02 -9.594080E-03 -1.389691E-02  4.581830E-04  6.626432E-04

 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  2.657961E+01  0.000000E+00  0.000000E+00
         3  0.000000E+00 -9.268871E+00  0.000000E+00
         4  1.959416E+01 -7.729088E+00  0.000000E+00
         5  0.000000E+00  0.000000E+00 -8.470762E+00
         6  2.616312E+01  0.000000E+00 -8.269859E+00
         7  0.000000E+00 -9.653005E+00 -6.854410E+00
         8  1.960033E+01 -8.573578E+00 -6.720175E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.1000000E+01

         1   1  1.073207E+04 -4.038683E+02  4.018528E+02 -2.196373E+03  1.744401E+01  3.457387E+01
         1   2  1.013110E+04 -2.509050E+02  3.118871E+02 -2.776548E+03 -6.799028E+00  2.805242E+01
         1   3  8.355525E+03 -1.332461E+03 -2.251623E+02 -1.785163E+03  2.280352E+01  4.617670E+00
         1   4  7.759909E+03 -1.190736E+03 -3.252411E+02 -2.355025E+03  1.660276E+01 -1.929030E+01
         1   5  1.056981E+04 -5.690628E+02  3.086747E+02 -2.198770E+03  8.754519E+01  1.584433E+02
         1   6  9.963413E+03 -4.832683E+02  1.960946E+02 -2.762723E+03  5.970419E+01  1.488290E+02
         1   7  8.294641E+03 -1.436498E+03 -2.745686E+02 -1.823355E+03  8.841411E+01  1.297035E+02
         1   8  7.692931E+03 -1.361271E+03 -3.975246E+02 -2.377788E+03  7.862532E+01  1.027668E+02

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.1000000E+01

         1   1  4.711736E-02 -1.685858E-02 -1.148993E-02 -1.314000E-02  9.980556E-05  2.306506E-04
         1   2  4.427092E-02 -1.514296E-02 -1.133754E-02 -1.673968E-02 -4.339539E-05  1.875946E-04
         1   3  3.931238E-02 -1.746828E-02 -1.018267E-02 -1.088226E-02  1.317582E-04  3.807569E-05
         1   4  3.648718E-02 -1.577391E-02 -1.006137E-02 -1.445660E-02  9.390341E-05 -1.162388E-04
         1   5  4.678533E-02 -1.733605E-02 -1.148993E-02 -1.316124E-02  5.125412E-04  1.053264E-03
         1   6  4.404059E-02 -1.591378E-02 -1.133754E-02 -1.667452E-02  3.619444E-04  9.896689E-04
         1   7  3.925839E-02 -1.784019E-02 -1.018267E-02 -1.109915E-02  5.245034E-04  8.693838E-04
         1   8  3.653319E-02 -1.643746E-02 -1.006137E-02 -1.458913E-02  4.793071E-04  6.946668E-04
